pub_date	title	venue	excerpt	citation	url_slug	paper_url
Feb. 2021	Participation of electric vehicle fleets in local flexibility tenders: Analyzing barriers to entry and workable solutions	EUI-FSR Working Papers		"F. Gonzalez Venegas, M. Petit, Y. Perez. ""Participation of electric vehicle fleets in local flexibility tenders: Analyzing barriers to entry and workable solutions"", <i>EUI-FSR Working Papers<i>, February 2021"	FSRWP	https://fsr.eui.eu/publications/?handle=1814/69860
