pub_date	title	venue	excerpt	citation	url_slug	paper_url
July 2021	Active integration of electric vehicles into distribution grids: Barriers and frameworks for flexibility services	Renewable and Sustainable Energy Reviews		"Gonzalez Venegas, F., Petit, M., Perez, Y., (2021). ""Active integration of electric vehicles into distribution grids: Barriers and frameworks for flexibility services"" <i>Journal 1</i>. 145, 111060/"	RSER2021	https://doi.org/10.1016/j.rser.2021.111060
